"rep","n","setting","mech","cens","backend","method","tau","coverage","shortfall","abs_cal_err","mean_lpb","med_lpb","mean_loglpb","worst_slice","max_raw_wt","max_norm_wt","ess","wt_cv","clipfrac"
24,600,"B","C2",0.6,"weibull_cox","H-IPCW",0.12,0.9395,0,0.0395,0.431600746777773,0.388655874939211,-0.945370789427699,0.918,11.8973977657217,16.7810071935308,58.4029239395891,1.76702950361952,NA
24,600,"B","C2",0.6,"weibull_cox","Clip-IPCW",0.12,0.9395,0,0.0395,0.431600746777773,0.388655874939211,-0.945370789427699,0.918,2.84725554817256,4.4883713842364,78.960041087707,1.43109944433741,0.103448275862069
24,600,"B","C2",0.6,"weibull_cox","H-AIPCW",0.16,0.896,0.004,0.004,0.523320307918466,0.471249212764299,-0.752678033027794,0.848,11.8973977657217,16.7810071935308,58.4029239395891,1.76702950361952,NA
24,600,"B","C2",0.6,"weibull_cox","Clip-AIPCW",0.12,0.9395,0,0.0395,0.431600746777773,0.388655874939211,-0.945370789427699,0.918,2.84725554817256,4.4883713842364,78.960041087707,1.43109944433741,0.103448275862069
25,600,"B","C2",0.6,"weibull_cox","H-IPCW",0.13,0.9135,0,0.0135,0.449112125177979,0.415698452191235,-0.873996204038077,0.828,10.7239060776804,10.594129310989,65.6986440238233,1.63222058297393,NA
25,600,"B","C2",0.6,"weibull_cox","Clip-IPCW",0.12,0.927,0,0.027,0.424559974615799,0.392972966918221,-0.930215503874728,0.856,3.87153528016628,4.39818550320874,86.865558651852,1.33051354797233,0.107843137254902
25,600,"B","C2",0.6,"weibull_cox","H-AIPCW",0.15,0.891,0.00900000000000001,0.00900000000000001,0.497037924499628,0.460058600762468,-0.772602452579227,0.796,10.7239060776804,10.594129310989,65.6986440238233,1.63222058297393,NA
25,600,"B","C2",0.6,"weibull_cox","Clip-AIPCW",0.12,0.927,0,0.027,0.424559974615799,0.392972966918221,-0.930215503874728,0.856,3.87153528016628,4.39818550320874,86.865558651852,1.33051354797233,0.107843137254902
26,600,"B","C2",0.6,"weibull_cox","H-IPCW",0.06,0.9545,0,0.0545,0.38418300578956,0.34616281337907,-1.06095248929908,0.939922480620155,72.7656523610387,52.8315440522259,10.3518911102671,4.71985068330943,NA
26,600,"B","C2",0.6,"weibull_cox","Clip-IPCW",0.07,0.942,0,0.0419999999999999,0.417848584055574,0.376496719645033,-0.976952378137931,0.923449612403101,3.61470814590035,4.62964286224668,84.8371384200979,1.35521298745705,0.107843137254902
